#streetID cars_that_crossed_this_street
32572651 2
32601842 1
32688703 1
32688707 4
32705420 1
32705513 1
32705747 1
32733360 1
32733861 1
32756603 2
32756903 1
32757418 1
32784810 9
32784811 2
32808033 1
32808974 1
32808977 1
33050215 1
33050216 1
33050529 2
33051231 1
33052965 1
33052966 1
33052967 1
33072389 1
33116979 1
33116980 1
33116981 2
33117343 1
33124693 4
33169214 3
33169941 1
33188913 1
33189035 4
33189483 1
33189485 1
33196324 3
33196508 1
33196510 2
33196659 1
33198095 3
33200020 1
33206209 1
33212148 2
33224417 3
33233610 2
33236412 1
33238355 1
33241178 1
33241548 1
33242607 1
33242611 1
33278080 1
33279736 5
33279940 4
33280057 1
33280118 3
33280119 3
33281250 2
33281253 2
33281255 1
33281257 3
33281285 3
33281525 3
33281526 2
33286760 4
33289384 3
33289387 3
33289750 1
33289752 1
33289755 2
33292059 1
33292784 1
33294474 10
33294476 9
33294483 1
33294484 1
33294485 1
33326081 1
33326085 2
33326089 2
33396447 1
33397913 4
33529648 4
33531459 1
33531487 1
33531525 1
33559116 1
33574385 1
33578845 1
33581957 1
33604921 3
33604924 6
33606500 8
33606501 1
33606785 2
33607831 5
33607832 2
33608023 4
33652482 1
33652505 1
33652768 1
33653457 4
33682064 1
33682066 1
33682394 1
33683282 2
33684610 2
33684611 1
33684612 1
33684613 2
33686520 1
33687247 1
33811738 1
33819351 1
33873948 1
33972259 2
34058938 2
34126827 1
34126872 1
34126922 1
34127682 1
34127684 1
34148241 1
34343420 1
34345113 1
34363693 1
34409199 2
34409200 2
34491817 1
34495627 1
34495765 1
34496700 1
34497786 1
34506937 5
34506938 2
34512138 1
34517290 1
34517291 1
34583860 1
34584125 1
34584895 2
34584896 3
34585178 3
34585179 1
34585180 1
34585181 1
34586163 2
34589991 1
34590035 1
34590112 1
34590410 1
34592471 1
34592472 1
34612435 1
34700139 1
34700140 1
34700141 1
34700143 1
34700144 1
34700978 1
34860259 1
34861347 4
35017795 3
35022263 1
35221459 13
35221460 2
35221461 1
35274859 3
35275276 1
35305511 36
35305512 1
35305513 32
35305514 6
35305515 1
35305633 1
35305634 1
35305924 2
35306128 17
35306204 1
35306301 1
35306337 25
35306338 6
35306339 20
35306340 1
35306341 1
35306439 2
35306440 2
35316839 1
35330648 1
35385101 1
35388995 1
35405589 8
35405618 2
35406073 2
35406489 1
35406491 2
35406530 1
35407368 1
35407369 3
35407712 5
35407713 2
35407714 6
35407999 2
35408129 3
35408130 3
35408713 2
35408714 2
35408716 3
35427455 2
35718526 1
35721112 1
35721131 1
35741204 1
35741207 1
35741208 1
35795096 1
35898787 7
35899247 7
35901185 4
36165110 1
36165169 1
36383147 1
36383155 1
36385531 1
36385538 1
36779390 1
36779391 2
36779753 4
36779947 1
36779948 2
36842316 1
36905893 1
36906094 1
36906095 1
36906116 1
36911757 1
36912203 1
36912204 1
36912206 1
36912208 1
36912581 1
36912582 1
36912583 1
36912691 3
36950652 1
36977565 3
36977566 1
36977567 1
36977571 1
37013548 2
37117384 1
37117385 1
37117725 1
37117727 1
37191011 1
37300071 1
37730233 6
37946044 1
37947185 1
38105962 2
38144046 9
38145799 1
38146410 1
38235259 4
38279648 3
38279649 2
38279650 1
38279845 3
38280082 3
38280083 2
38280152 1
38280153 2
38280154 3
38280214 4
38280295 1
38283269 1
38285809 1
38492107 1
38494090 3
38727013 1
39001653 5
39033118 1
39035059 2
39214753 6
39303075 2
39303077 1
39420819 1
39420820 1
39504728 2
39523494 1
39523495 1
40716690 1
40816880 1
41116147 1
41156427 1
41156437 2
41215348 1
41460437 1
42739327 1
43128577 1
43565198 1
43570225 1
43573819 1
43636200 2
43675612 1
43701031 2
44098905 1
44457233 1
44624133 1
44624224 1
44626198 1
44626200 1
44627127 1
44950825 8
44950826 8
45243216 1
45297790 2
46946217 1
46946219 1
47454131 1
47454134 1
47454135 1
47844645 2
47984262 6
47985937 2
47985938 1
47985939 2
47985941 1
48029337 4
48029338 3
48045799 1
48052502 4
48135109 1
48178957 1
48204289 2
48204290 2
48204291 3
48235556 1
48235560 1
48258456 1
48285799 4
48285810 1
48286209 1
48299395 3
48299396 9
48299397 12
48372012 1
48391046 2
48391048 1
48410805 1
48410813 3
48410820 1
48410823 1
48443099 1
48520535 1
48520536 3
48520537 1
48520540 1
48520541 10
48520544 4
48520545 1
48520548 5
48520551 1
48520558 1
48523373 1
48523374 1
48539031 1
48539034 1
48539035 1
48550584 3
48550585 3
48550590 3
48550594 2
48559215 2
48562762 1
48562771 1
48562772 1
48564746 1
48564751 1
48564757 1
48579139 1
48585794 4
48585798 1
48586705 1
48586706 1
48586708 1
48598972 2
48598977 5
48598979 3
48598982 3
48598984 5
48598988 1
48598990 2
48598991 5
48599217 4
48600433 1
48600435 1
48601335 1
48605334 1
48605345 1
48635365 2
48635368 1
48635370 1
48658203 1
48659655 1
48660142 2
48675657 1
48675659 2
48703862 1
48705781 2
48821176 1
48821181 1
48832145 1
48832153 1
48832156 1
48832163 2
48834904 1
48927524 1
48927525 2
48927628 1
48928762 1
48938527 3
48938528 2
48938531 2
48938534 1
48938579 2
48941670 2
48958757 2
48980756 3
48999567 1
48999570 1
48999571 1
49000756 1
49046638 1
49089745 1
49089747 1
49136639 4
49185033 17
49185118 1
49206240 1
49292251 1
49292254 1
49292255 1
49304926 5
49304929 8
49305050 4
49305051 5
49305052 5
49305053 2
49305054 5
49305058 5
49305153 7
49331992 1
49511399 1
49532523 2
49578357 1
49578387 1
49578389 1
49623100 2
49655010 1
49655022 1
49760410 1
49813206 1
49813228 1
49813235 1
49814886 1
49884616 1
49884664 3
49884673 3
50261575 1
50265672 1
50265987 1
50281049 1
50506172 1
50638819 1
50638874 1
50638875 1
50638991 1
50639013 1
50639422 1
50640011 1
50640014 1
50885098 5
51032349 1
51032417 1
51039563 1
51039725 2
51080355 1
51080357 2
51080522 1
51081546 4
51081552 2
51081616 1
51081975 1
51081978 5
51081979 1
51082000 1
51082001 12
51082004 1
51082359 4
51082440 4
51082995 2
51167913 1
51765585 2
51940146 1
52255697 4
52258408 3
52340756 1
52349526 1
52447705 7
52492235 2
52492237 4
52492238 1
52492239 1
52492240 2
52492241 4
52492242 4
52492243 5
52492249 2
52492250 1
52492264 1
52577432 1
52577534 8
52577558 7
52582204 1
52617960 4
52704407 2
52705940 1
52956154 1
52957649 1
52983905 1
52983906 1
53367767 1
53554395 1
53554986 1
53556014 1
53556237 1
53603514 3
53638390 1
53638989 2
53749264 1
53799564 2
55211453 2
55221112 18
55221275 1
55222290 2
55222299 1
55616698 1
55693803 1
57772360 1
58414570 3
58415563 3
58436083 1
58465702 1
58603439 1
58827292 1
58887811 1
58930435 1
58930436 1
59150265 5
59272511 1
59569477 1
59707285 1
60547259 1
60547261 1
60547263 1
60575529 1
60575535 1
60575537 1
60611170 1
60615612 1
60615617 1
60615625 1
60616318 1
60616319 1
60616321 1
60710001 1
60710719 1
60770110 1
60770115 3
60770116 1
60770117 2
60775867 1
60775881 1
60780149 1
61129563 2
61129567 1
61129568 2
61160789 1
61819235 1
61819236 5
61819239 1
61819240 2
61819242 5
61819244 3
63019607 1
65134559 1
65134567 1
65686579 1
65755012 1
66601500 1
66683637 1
68830217 1
68830226 1
69226770 1
69226774 1
69920849 2
69920851 2
69997090 1
70235527 1
74245688 1
74441338 2
74441339 1
74441344 1
74459483 2
74459484 2
75375580 1
75438883 1
75672837 1
76025146 1
76025587 1
76376010 1
76564784 1
76564785 1
76587905 2
76705353 1
76705356 1
76706007 1
76843208 3
76843755 1
77051887 1
77051888 6
77051890 11
77051893 6
77052546 9
77083178 2
77115872 1
77115873 1
77430944 1
77618562 1
77620363 2
77620364 1
77626031 2
77626035 2
77666121 1
77666126 1
77666141 1
77708338 1
77708371 1
78008468 1
78032736 1
78325527 1
78337481 10
78337484 6
78394591 1
78394593 1
79726393 1
80645524 1
81513059 1
81513062 1
81513068 1
81513071 3
81523059 1
81754938 4
82201173 3
82222609 1
82885007 1
84137650 2
84984931 2
84984937 8
84984948 1
84984953 1
84984959 5
86198183 2
86198185 2
86249399 1
90941527 1
90941529 16
92403847 1
92559300 4
92699486 1
92699487 1
93052106 5
93052107 6
93281626 1
93613043 1
93615998 1
93616002 1
93705582 3
93705589 3
93707931 1
93814022 1
93841688 4
93842565 2
93842567 1
93842568 1
94087343 1
94110093 4
94110098 1
94110104 4
94110105 1
94764913 1
95108624 1
95137491 2
95199579 1
95199587 1
95340417 9
95340419 1
95340420 4
95464811 1
95509653 1
95513279 1
95513393 1
95513670 1
95516405 1
95516407 1
95598362 3
95640015 3
95640017 6
95640628 1
95676497 1
95745410 1
95806962 1
95838936 1
95839501 1
95839502 1
95930237 1
95930240 1
96054911 1
96193834 1
96193838 1
96193842 1
96193846 1
96419796 1
96493551 2
96641134 3
96849341 1
96849345 1
96898354 2
96898358 1
96898361 1
96898375 2
96929255 2
96929256 1
96929259 1
96930461 1
96930462 1
97153705 1
97153706 1
97165935 5
97165961 1
97165974 1
97165977 1
97165980 1
97165981 1
97165985 1
97177656 1
97177663 1
97560103 1
97560115 1
97560127 1
97633574 1
97701990 2
97782853 1
97941252 1
98615803 2
98710216 1
98711364 4
99254656 1
99310143 3
99368264 9
99369058 6
99498968 3
99498970 1
100006589 1
100006593 2
100125520 2
100300092 4
100300097 4
100304837 1
100397051 1
100603915 2
100603916 2
100603919 1
100610280 1
100610282 1
100610289 2
100610292 1
100610293 1
100969485 1
100969492 1
100976239 1
100976244 1
101585337 1
101600452 1
101600501 1
101603970 1
101786449 1
102074784 2
102074803 1
102153027 1
102154590 1
102154592 1
102159317 1
102159324 1
102159338 1
102159434 1
102159438 1
102159447 1
102159455 1
102159459 1
102205883 1
102205889 1
102205900 1
102205904 1
102209366 1
102209368 1
102216538 1
102290907 3
102290908 3
102290910 3
102290914 1
102290915 3
102290916 2
102327237 1
102342350 1
102602017 1
102602020 1
102602027 1
102602033 1
102602035 1
103573313 1
103775333 1
103775334 1
103775337 1
103775338 1
103775345 1
103775353 1
103775354 1
103776371 1
103776372 1
103776376 1
103978080 1
103980120 1
103981364 2
104624559 1
104790773 1
104795559 1
104917110 1
104973428 1
104994554 2
104994564 2
104994566 1
105003372 1
105362461 1
105362490 1
105592054 1
105679083 1
105754719 1
105843294 1
105843313 1
106132629 9
106177706 1
106205315 2
106205316 1
106205317 1
106314205 1
106314231 1
106365773 1
106745980 1
106745982 9
106746450 2
106746451 1
106746454 6
106746458 4
106746605 9
106746606 1
106747307 2
106747312 2
106747313 4
106747314 1
106749724 1
106749725 1
106752928 1
106752929 1
106752936 7
106752940 1
106752942 2
106752945 4
106752946 2
106752948 5
106752951 4
106752952 2
106752957 4
106752958 5
106752960 2
106754470 4
106754471 4
106754473 1
106754474 7
106754475 4
106754476 5
106754477 4
106754676 1
106796696 1
107254160 7
107254168 1
107254172 2
107254181 2
107256111 1
107256113 1
107256114 1
107256115 3
107256117 2
107257937 2
107292718 1
107292720 6
107292722 1
107292723 1
107292724 6
107292725 2
107292728 4
107292729 9
107292732 2
107292733 1
107292735 2
107292738 2
107293136 2
107305183 5
107305184 2
107305185 1
107401024 1
107495254 6
107495326 2
107541686 3
107541690 1
107541698 2
107578023 7
107628053 2
107628054 1
108131120 1
108131121 1
108131124 1
108152388 1
108152390 1
108152397 1
108158963 1
108226845 2
108226964 5
108327346 1
108327352 1
108349473 2
108564721 2
108564723 5
108564726 11
108564728 7
108564729 1
108565599 1
108565600 3
108565602 2
108565603 8
108565606 12
108566136 1
108566786 1
108566787 2
108566788 1
108566789 2
108570430 1
108570432 2
108570596 3
108573527 5
108586589 1
108865099 1
108881085 1
109086146 1
109137637 2
109137652 1
109373557 1
109469608 1
109937959 2
110597334 6
111141665 1
111141666 4
111141667 2
111142014 4
111142015 5
111692863 2
111692870 1
111692873 1
111692877 6
111692880 1
111692884 1
111692885 2
111732650 1
111822528 2
111822538 1
112071124 1
112071136 1
112263485 1
112263487 1
112403852 3
112446208 2
112659718 1
112663597 1
112663598 1
112715252 1
112715255 2
112715257 1
112715260 4
112715261 1
112715264 1
112715265 1
112715268 2
112724676 3
112724678 1
113006103 2
113006106 1
113968683 1
113993876 2
114099011 1
114099019 2
114099020 3
114099407 1
114099409 1
114099410 2
114252242 3
114537765 1
114580042 1
114867117 2
114923413 2
115377832 1
115377834 2
115507627 1
115649443 2
115649453 2
115649498 2
115649499 2
115649507 2
115649516 3
116237739 6
116260698 8
117073728 3
117592933 1
117744329 1
118563951 1
118563952 5
118569801 1
118569830 1
118569843 1
118659133 13
118659134 3
118659145 2
118659147 13
118706683 1
118709077 1
118709079 1
118709082 1
118709086 1
118709090 2
118709094 1
118709096 2
118709098 1
118709099 1
118709102 1
118709103 1
118709104 1
118709886 2
118709887 3
118709889 1
118709890 3
118709892 1
118709893 1
118709894 1
118709895 3
118709896 2
118709898 1
118762904 2
118762920 1
118762929 1
119143773 3
119161616 1
119161619 1
119161621 1
119161622 5
119237128 1
119237129 1
119237141 1
119239666 1
119260067 1
119260080 3
119306556 1
119679281 1
120512448 1
120512563 1
120512565 2
120513363 5
120513364 5
120513365 3
120513366 1
120513793 1
120513795 2
120514953 1
120514954 1
121392508 2
121392510 1
121392513 1
121392521 3
121392523 1
121393914 1
121395873 1
121400796 5
121402079 6
121403188 4
121403192 4
121403200 3
121455911 7
121455912 2
121455913 2
121455915 2
121455918 1
121459653 1
121459654 2
121459655 2
121459656 5
121464268 1
121464271 5
121464273 3
121464279 1
121464280 2
121466098 1
121466670 2
121466671 2
121466672 9
121466673 1
121466674 1
